                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     24,                0.96463,                 1.0794,                 1.0133,                0.66116,                0.69463,                0.69969,                0.51015,                 1.0229,                 1.3256,                 1.0446,              0.0088501,              0.0088501,              0.0088501
                     25,                 0.9246,                 1.0438,                 1.0036,                0.81577,                0.67781,                0.76058,                 0.5653,                 1.0124,                 1.2127,                 1.0451,              0.0088001,              0.0088001,              0.0088001
                     26,                0.96446,                   1.04,                 1.0208,                 0.8327,                0.69472,                0.76381,                0.55558,                 1.0568,                 1.2865,                 1.0661,              0.0087501,              0.0087501,              0.0087501
                     27,                0.92445,                 1.0358,                 1.0182,                0.71164,                 0.7329,                0.74917,                0.56455,                      1,                 1.2203,                 1.0491,              0.0087001,              0.0087001,              0.0087001
                     28,                 0.9243,                 1.0891,                 1.0189,                0.70756,                0.69107,                0.72198,                0.53482,                 1.0314,                 1.2517,                 1.0722,              0.0086501,              0.0086501,              0.0086501
                     29,                0.92758,                 1.0388,                 1.0245,                0.81498,                0.71405,                0.76537,                0.54755,                 1.0489,                 1.1545,                   1.05,              0.0086001,              0.0086001,              0.0086001
                     30,                0.90629,                 1.0342,                 1.0226,                0.78708,                0.70526,                0.75857,                0.55794,                 1.0249,                 1.2115,                 1.0368,              0.0085501,              0.0085501,              0.0085501
                     31,                0.91462,                 1.0073,                0.99604,                0.73421,                0.74607,                0.77365,                0.53907,                 1.0297,                 1.1641,                 1.0533,              0.0085001,              0.0085001,              0.0085001
                     32,                0.90395,                 1.0028,                 1.0069,                0.78604,                 0.7248,                0.80339,                0.59894,                 1.0152,                 1.1112,                 1.0378,              0.0084502,              0.0084502,              0.0084502
                     33,                0.92311,                 0.9823,                0.99981,                0.77294,                0.79469,                0.81759,                0.61432,                 1.0018,                 1.0556,                 1.0437,              0.0084002,              0.0084002,              0.0084002
                     34,                0.91596,                0.99286,                 1.0061,                0.83596,                0.71679,                0.79802,                0.61204,                 1.0107,                 1.1388,                 1.0422,              0.0083502,              0.0083502,              0.0083502
                     35,                0.89346,                0.96771,                0.98409,                0.74216,                0.72225,                0.77382,                  0.579,                0.99388,                 1.0988,                 1.0326,              0.0083002,              0.0083002,              0.0083002
                     36,                0.85316,                0.91928,                0.99564,                0.81436,                 0.6635,                0.75971,                0.55331,                 1.0358,                 1.2263,                 1.0793,              0.0082502,              0.0082502,              0.0082502
                     37,                0.87622,                0.98049,                 1.0041,                0.82801,                0.72557,                0.79979,                 0.5824,                 1.0368,                 1.1628,                  1.073,              0.0082002,              0.0082002,              0.0082002
                     38,                0.89405,                0.97094,                 1.0091,                0.79602,                0.73019,                  0.817,                0.60767,                0.99591,                 1.0577,                 1.0273,              0.0081502,              0.0081502,              0.0081502
                     39,                0.87627,                0.91947,                0.97941,                0.73431,                0.75622,                0.80548,                0.59552,                 1.0222,                 1.0621,                 1.0411,              0.0081002,              0.0081002,              0.0081002
                     40,                0.84907,                0.91167,                0.98102,                0.78781,                0.73736,                0.81381,                0.61382,                 1.0108,                 1.0694,                  1.043,              0.0080502,              0.0080502,              0.0080502
                     41,                0.86663,                0.90161,                 0.9745,                0.78217,                0.75772,                0.83197,                0.62542,                 1.0034,                 1.0793,                  1.048,              0.0080002,              0.0080002,              0.0080002
                     42,                0.88544,                0.91579,                0.99524,                0.82676,                0.74765,                0.82702,                0.62262,                 0.9972,                 1.0806,                 1.0236,              0.0079502,              0.0079502,              0.0079502
                     43,                0.89115,                0.88569,                 0.9792,                0.82073,                 0.7076,                0.81953,                0.60526,                 1.0266,                 1.0645,                 1.0499,              0.0079002,              0.0079002,              0.0079002
                     44,                0.86111,                0.89158,                0.98096,                0.73689,                0.79778,                 0.8075,                0.61404,                0.94755,                 1.0547,                 1.0167,              0.0078502,              0.0078502,              0.0078502
                     45,                0.82808,                0.87849,                0.96804,                0.84326,                0.75084,                0.80624,                0.61801,                0.99792,                 1.0523,                 1.0324,              0.0078002,              0.0078002,              0.0078002
                     46,                0.83119,                 0.9082,                0.98513,                0.75721,                0.78392,                0.79898,                  0.616,                0.97618,                 1.0996,                 1.0185,              0.0077502,              0.0077502,              0.0077502
                     47,                0.84386,                0.90968,                0.97755,                0.79835,                0.75675,                0.81028,                0.62124,                0.96911,                 1.0547,                 1.0278,              0.0077002,              0.0077002,              0.0077002
                     48,                 0.8614,                0.88505,                0.98687,                 0.8811,                0.70712,                0.81591,                0.62057,                0.97972,                 1.0496,                 1.0216,              0.0076502,              0.0076502,              0.0076502
                     49,                0.82801,                 0.8586,                0.97327,                0.83737,                0.73776,                0.80962,                0.61161,                 1.0069,                 1.0343,                  1.024,              0.0076002,              0.0076002,              0.0076002
                     50,                0.84546,                0.87353,                0.97891,                0.83206,                0.82127,                0.83899,                0.62274,                  1.046,                 1.0251,                 1.0512,              0.0075502,              0.0075502,              0.0075502
                     51,                0.78481,                0.82791,                0.95542,                0.87118,                0.81597,                0.85995,                0.66127,                0.99011,                0.97146,                 1.0395,              0.0075002,              0.0075002,              0.0075002
                     52,                 0.8287,                0.85046,                0.97714,                0.83414,                0.81403,                 0.8541,                0.63091,                0.99062,                0.95314,                 1.0459,              0.0074503,              0.0074503,              0.0074503
                     53,                0.81217,                0.82636,                0.97032,                0.81201,                0.79852,                0.84615,                0.63224,                 1.0011,                0.98462,                 1.0486,              0.0074003,              0.0074003,              0.0074003
                     54,                0.81194,                0.84432,                0.96583,                0.79083,                0.77162,                0.84277,                0.63649,                 1.0002,                 1.0066,                  1.041,              0.0073503,              0.0073503,              0.0073503
                     55,                0.80717,                0.81508,                 0.9574,                0.86302,                0.77576,                0.85606,                0.64235,                0.99167,                0.93908,                 1.0216,              0.0073003,              0.0073003,              0.0073003
                     56,                0.82894,                0.83493,                0.96842,                0.90012,                0.71287,                0.84591,                0.64456,                0.96524,                0.95076,                0.99998,              0.0072503,              0.0072503,              0.0072503
                     57,                0.81412,                0.81247,                0.96137,                0.83645,                0.77023,                0.85701,                0.65169,                0.95644,                0.99757,                0.98554,              0.0072003,              0.0072003,              0.0072003
                     58,                0.80599,                0.79122,                0.95636,                0.81759,                0.79415,                 0.8664,                0.64916,                0.94832,                0.98935,                0.99331,              0.0071503,              0.0071503,              0.0071503
                     59,                0.79765,                0.81357,                 0.9683,                0.86362,                 0.7635,                0.85261,                 0.6371,                0.95688,                  0.984,                 1.0097,              0.0071003,              0.0071003,              0.0071003
                     60,                0.79191,                 0.8139,                0.96015,                0.87064,                 0.7263,                0.84749,                0.63851,                0.96712,                 1.0035,                 1.0256,              0.0070503,              0.0070503,              0.0070503
                     61,                0.79502,                0.82262,                 0.9698,                0.85725,                0.76552,                0.85738,                0.64225,                 1.0115,                0.98112,                 1.0439,              0.0070003,              0.0070003,              0.0070003
                     62,                0.82737,                0.79819,                0.96013,                0.82577,                0.72566,                0.80074,                0.61264,                0.96007,                 1.0148,                 1.0105,              0.0069503,              0.0069503,              0.0069503
                     63,                0.79287,                0.80535,                0.96668,                0.80916,                0.70507,                0.76457,                0.58361,                0.96927,                 1.1009,                  1.012,              0.0069003,              0.0069003,              0.0069003
                     64,                0.76527,                0.78174,                0.96079,                0.82495,                0.72228,                0.78859,                0.60487,                 0.9715,                 1.0555,                 1.0083,              0.0068503,              0.0068503,              0.0068503
                     65,                0.77207,                0.77948,                0.95218,                0.83617,                0.75511,                0.84093,                0.63428,                0.94441,                0.99406,                0.98344,              0.0068003,              0.0068003,              0.0068003
                     66,                0.76334,                0.76999,                0.94739,                0.82389,                0.76192,                0.84092,                0.62777,                 0.9289,                0.94054,                0.99009,              0.0067503,              0.0067503,              0.0067503
                     67,                0.78213,                0.78202,                0.95456,                0.79609,                0.79051,                0.84155,                0.64765,                0.91691,                0.93642,                0.97423,              0.0067003,              0.0067003,              0.0067003
                     68,                0.78047,                0.76885,                0.95636,                 0.8579,                0.74381,                0.84069,                0.64361,                0.91103,                0.94324,                0.96866,              0.0066503,              0.0066503,              0.0066503
                     69,                0.75963,                0.76548,                0.95719,                0.82689,                 0.7744,                0.84274,                0.65504,                0.89711,                0.95658,                0.97606,              0.0066003,              0.0066003,              0.0066003
                     70,                0.74604,                0.73423,                0.93533,                0.82256,                0.78043,                0.84154,                0.63277,                0.91104,                0.96768,                0.97384,              0.0065503,              0.0065503,              0.0065503
                     71,                0.75469,                0.74626,                0.94073,                0.87775,                0.73716,                0.84275,                0.64462,                0.90987,                0.98648,                0.98031,              0.0065004,              0.0065004,              0.0065004
