                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     19,                0.94706,                0.97416,                 1.0246,                0.68491,                0.68731,                 0.7098,                0.53005,                 1.0391,                 1.3834,                 1.0308,                0.00091,                0.00091,                0.00091
                     20,                0.92792,                0.97104,                 1.0302,                 0.7979,                0.63263,                0.73258,                0.53555,                 1.0525,                 1.3849,                 1.0465,               0.000905,               0.000905,               0.000905
                     21,                 0.9263,                 1.0104,                  1.019,                0.70102,                0.67959,                0.70801,                0.52381,                 1.0368,                 1.4154,                 1.0417,                 0.0009,                 0.0009,                 0.0009
                     22,                0.90039,                0.94386,                 1.0058,                0.61432,                0.62773,                0.62224,                0.43514,                  1.033,                 1.5642,                 1.0266,               0.000895,               0.000895,               0.000895
                     23,                0.91232,                 0.9112,                 1.0107,                0.61601,                0.65549,                0.62957,                0.44271,                 1.0951,                 1.6144,                 1.0792,                0.00089,                0.00089,                0.00089
                     24,                0.92467,                0.92244,                 1.0025,                 0.7614,                0.58805,                0.65792,                0.46433,                 1.1297,                 1.5852,                 1.1198,               0.000885,               0.000885,               0.000885
                     25,                0.89335,                0.89756,                0.99429,                 0.7862,                0.62715,                0.68419,                0.47169,                 1.1029,                 1.6713,                 1.1051,                0.00088,                0.00088,                0.00088
                     26,                0.89569,                0.88419,                 1.0032,                0.78506,                0.70844,                0.74067,                0.55523,                0.99784,                 1.2931,                 1.0361,               0.000875,               0.000875,               0.000875
                     27,                0.88626,                 0.8785,                  1.016,                0.70054,                 0.7191,                0.73332,                0.54219,                0.98882,                 1.2908,                 1.0236,                0.00087,                0.00087,                0.00087
                     28,                0.89118,                0.93207,                 1.0131,                0.74008,                0.73784,                0.74782,                 0.5458,                 1.0461,                 1.2502,                 1.0541,               0.000865,               0.000865,               0.000865
                     29,                0.89226,                0.89592,                 1.0087,                 0.7541,                0.73678,                0.75855,                0.54997,                 1.0407,                 1.1498,                  1.071,                0.00086,                0.00086,                0.00086
                     30,                0.84479,                0.87649,                 1.0024,                0.80774,                0.66869,                0.73395,                0.53466,                 1.0345,                 1.2225,                 1.0914,               0.000855,               0.000855,               0.000855
                     31,                0.88732,                0.88371,                0.99968,                 0.7871,                 0.6957,                0.77014,                0.57991,                 1.0024,                 1.1555,                 1.0595,                0.00085,                0.00085,                0.00085
                     32,                0.87891,                0.86673,                 1.0033,                0.69566,                0.67334,                0.74516,                0.56474,                0.99439,                 1.2244,                 1.0479,               0.000845,               0.000845,               0.000845
                     33,                0.86647,                0.82777,                0.98834,                 0.7361,                 0.7462,                 0.8036,                0.59553,                0.98053,                 1.1167,                 1.0304,                0.00084,                0.00084,                0.00084
                     34,                0.87773,                0.84692,                 0.9966,                0.77676,                0.75986,                 0.8157,                0.62937,                0.95117,                  1.022,                 1.0146,               0.000835,               0.000835,               0.000835
                     35,                0.85669,                0.82222,                0.97806,                 0.8218,                0.73695,                0.82247,                0.63507,                0.93683,                 1.0332,                 1.0092,                0.00083,                0.00083,                0.00083
                     36,                0.80723,                0.76537,                0.98269,                0.76213,                0.74834,                0.80371,                0.63244,                0.91369,                 1.0486,                 1.0013,               0.000825,               0.000825,               0.000825
                     37,                 0.8282,                0.82416,                0.99666,                0.74298,                 0.7606,                0.80056,                0.63549,                0.92848,                 1.0974,                 1.0135,                0.00082,                0.00082,                0.00082
                     38,                0.84921,                0.82795,                0.99322,                0.80407,                0.71404,                0.80572,                0.60625,                0.96614,                 1.0703,                 1.0153,               0.000815,               0.000815,               0.000815
                     39,                0.83374,                0.79796,                0.97067,                0.79143,                  0.788,                0.83375,                0.63392,                0.95401,                  1.012,                0.99665,                0.00081,                0.00081,                0.00081
                     40,                0.78385,                0.77552,                0.97619,                0.80638,                0.79849,                0.84789,                0.63851,                0.92921,                0.99443,                0.97843,               0.000805,               0.000805,               0.000805
                     41,                0.82353,                0.77953,                0.97078,                0.79266,                0.77241,                0.84513,                0.61865,                0.96182,                0.99714,                  1.003,                 0.0008,                 0.0008,                 0.0008
                     42,                 0.8557,                0.78665,                0.98911,                 0.8338,                0.81777,                0.86144,                0.65021,                0.94786,                0.95576,                 0.9995,               0.000795,               0.000795,               0.000795
                     43,                0.86833,                0.79347,                0.97395,                 0.8655,                0.77251,                0.87017,                0.66487,                0.93443,                0.95132,                0.99646,                0.00079,                0.00079,                0.00079
                     44,                0.84591,                0.77247,                0.97946,                0.80519,                0.79276,                0.86016,                 0.6567,                0.89492,                0.92562,                0.97224,               0.000785,               0.000785,               0.000785
                     45,                0.80373,                0.75067,                 0.9601,                0.80803,                0.84335,                0.86666,                0.66278,                0.88021,                0.90476,                0.96024,                0.00078,                0.00078,                0.00078
                     46,                0.81671,                 0.7787,                0.98637,                0.81549,                0.81533,                0.85401,                0.66208,                0.90469,                0.95139,                0.96636,               0.000775,               0.000775,               0.000775
                     47,                0.79862,                0.77077,                0.96899,                0.80933,                 0.7728,                0.84641,                0.66733,                0.91147,                0.98061,                0.97174,                0.00077,                0.00077,                0.00077
                     48,                0.81914,                0.75451,                0.97904,                0.78381,                0.83973,                0.86421,                0.68296,                0.87486,                0.87947,                0.96549,               0.000765,               0.000765,               0.000765
                     49,                0.79565,                0.72043,                0.96695,                0.81971,                0.84458,                0.87248,                0.69432,                0.85983,                0.86899,                0.96525,                0.00076,                0.00076,                0.00076
                     50,                0.80015,                0.75093,                0.97111,                0.87045,                0.81844,                0.87059,                0.68879,                0.86416,                0.86001,                0.94777,               0.000755,               0.000755,               0.000755
                     51,                0.76292,                 0.6934,                0.94867,                0.88286,                0.78338,                0.87614,                0.67933,                0.87893,                0.86128,                0.95267,                0.00075,                0.00075,                0.00075
                     52,                0.79108,                0.71024,                0.96928,                0.83517,                 0.8182,                0.87536,                 0.6876,                0.86855,                0.86404,                  0.973,               0.000745,               0.000745,               0.000745
                     53,                0.76459,                0.68783,                0.96385,                0.80268,                0.81657,                0.87379,                0.67034,                0.89506,                0.88071,                0.98343,                0.00074,                0.00074,                0.00074
                     54,                0.76963,                0.72825,                0.95907,                0.85762,                0.75514,                0.85276,                0.66144,                0.88633,                0.93027,                0.98234,               0.000735,               0.000735,               0.000735
                     55,                0.76547,                 0.6974,                0.94728,                0.75181,                0.84818,                 0.8559,                0.66464,                 0.8867,                0.90771,                 0.9776,                0.00073,                0.00073,                0.00073
                     56,                0.78515,                0.71169,                0.96169,                0.85306,                0.78696,                0.86052,                0.65407,                0.94572,                0.93037,                0.98094,               0.000725,               0.000725,               0.000725
                     57,                0.76699,                0.71051,                0.94657,                 0.7953,                0.78996,                0.85013,                0.65918,                0.92013,                0.94362,                0.96624,                0.00072,                0.00072,                0.00072
                     58,                0.76983,                0.68407,                0.94908,                0.87941,                0.76719,                0.86295,                0.66272,                0.87257,                0.88213,                0.94992,               0.000715,               0.000715,               0.000715
                     59,                0.74436,                0.68055,                0.95893,                0.83887,                0.79102,                0.86822,                0.67455,                0.89019,                0.89532,                0.96003,                0.00071,                0.00071,                0.00071
